,Area_Name,Year,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
1696,Chandigarh,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,175.0,529
1697,Chhattisgarh,2006,AT6-Total,6. Total (Sum of 1-5 Above),89.0,734.0,2143
1700,Delhi,2006,AT6-Total,6. Total (Sum of 1-5 Above),212.0,2060.0,9402
1701,Goa,2006,AT6-Total,6. Total (Sum of 1-5 Above),10.0,70.0,228
1702,Gujarat,2006,AT6-Total,6. Total (Sum of 1-5 Above),492.0,1647.0,7191
1703,Haryana,2006,AT6-Total,6. Total (Sum of 1-5 Above),4.0,2258.0,6588
1704,Himachal Pradesh,2006,AT6-Total,6. Total (Sum of 1-5 Above),87.0,108.0,216
1705,Jammu & Kashmir,2006,AT6-Total,6. Total (Sum of 1-5 Above),16.0,179.0,559
1706,Jharkhand,2006,AT6-Total,6. Total (Sum of 1-5 Above),5.0,262.0,1229
1707,Karnataka,2006,AT6-Total,6. Total (Sum of 1-5 Above),96.0,1403.0,6006
1708,Kerala,2006,AT6-Total,6. Total (Sum of 1-5 Above),21.0,545.0,2019
1710,Madhya Pradesh,2006,AT6-Total,6. Total (Sum of 1-5 Above),171.0,2177.0,7651
1711,Maharashtra,2006,AT6-Total,6. Total (Sum of 1-5 Above),1219.0,3757.0,12814
1712,Manipur,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,8.0,119
1713,Meghalaya,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,20.0,135
1714,Mizoram,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,49.0,68
1715,Nagaland,2006,AT6-Total,6. Total (Sum of 1-5 Above),18.0,75.0,155
1716,Odisha,2006,AT6-Total,6. Total (Sum of 1-5 Above),189.0,556.0,1571
1717,Puducherry,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,122.0,320
1718,Punjab,2006,AT6-Total,6. Total (Sum of 1-5 Above),506.0,591.0,1545
1719,Rajasthan,2006,AT6-Total,6. Total (Sum of 1-5 Above),370.0,1360.0,6977
1721,Tamil Nadu,2006,AT6-Total,6. Total (Sum of 1-5 Above),2356.0,2605.0,3009
1723,Uttar Pradesh,2006,AT6-Total,6. Total (Sum of 1-5 Above),35.0,2129.0,8349
1724,Uttarakhand,2006,AT6-Total,6. Total (Sum of 1-5 Above),0.0,131.0,499
1725,West Bengal,2006,AT6-Total,6. Total (Sum of 1-5 Above),36.0,428.0,2714
1727,Andhra Pradesh,2007,AT6-Total,6. Total (Sum of 1-5 Above),92.0,2847.0,6309
1728,Arunachal Pradesh,2007,AT6-Total,6. Total (Sum of 1-5 Above),10.0,63.0,116
1729,Assam,2007,AT6-Total,6. Total (Sum of 1-5 Above),42.0,597.0,1801
1730,Bihar,2007,AT6-Total,6. Total (Sum of 1-5 Above),0.0,323.0,2393
1731,Chandigarh,2007,AT6-Total,6. Total (Sum of 1-5 Above),0.0,222.0,853
1732,Chhattisgarh,2007,AT6-Total,6. Total (Sum of 1-5 Above),5.0,716.0,1933
1735,Delhi,2007,AT6-Total,6. Total (Sum of 1-5 Above),87.0,1782.0,8874
1736,Goa,2007,AT6-Total,6. Total (Sum of 1-5 Above),5.0,65.0,220
1737,Gujarat,2007,AT6-Total,6. Total (Sum of 1-5 Above),599.0,1891.0,8019
1738,Haryana,2007,AT6-Total,6. Total (Sum of 1-5 Above),172.0,2224.0,6736
1739,Himachal Pradesh,2007,AT6-Total,6. Total (Sum of 1-5 Above),20.0,104.0,265
1740,Jammu & Kashmir,2007,AT6-Total,6. Total (Sum of 1-5 Above),2.0,165.0,514
1741,Jharkhand,2007,AT6-Total,6. Total (Sum of 1-5 Above),3.0,269.0,1738
1742,Karnataka,2007,AT6-Total,6. Total (Sum of 1-5 Above),130.0,1958.0,6073
1743,Kerala,2007,AT6-Total,6. Total (Sum of 1-5 Above),20.0,643.0,2110
1745,Madhya Pradesh,2007,AT6-Total,6. Total (Sum of 1-5 Above),458.0,2297.0,8822
1746,Maharashtra,2007,AT6-Total,6. Total (Sum of 1-5 Above),1302.0,3595.0,13910
1747,Manipur,2007,AT6-Total,6. Total (Sum of 1-5 Above),0.0,9.0,157
1748,Meghalaya,2007,AT6-Total,6. Total (Sum of 1-5 Above),0.0,9.0,93
1749,Mizoram,2007,AT6-Total,6. Total (Sum of 1-5 Above),0.0,41.0,70
1750,Nagaland,2007,AT6-Total,6. Total (Sum of 1-5 Above),18.0,35.0,233
1751,Odisha,2007,AT6-Total,6. Total (Sum of 1-5 Above),37.0,458.0,1733
1753,Punjab,2007,AT6-Total,6. Total (Sum of 1-5 Above),687.0,723.0,2062
1754,Rajasthan,2007,AT6-Total,6. Total (Sum of 1-5 Above),143.0,1593.0,7933
1755,Sikkim,2007,AT6-Total,6. Total (Sum of 1-5 Above),3.0,10.0,11
1756,Tamil Nadu,2007,AT6-Total,6. Total (Sum of 1-5 Above),2083.0,2504.0,2888
1758,Uttar Pradesh,2007,AT6-Total,6. Total (Sum of 1-5 Above),66.0,2178.0,9485
1759,Uttarakhand,2007,AT6-Total,6. Total (Sum of 1-5 Above),138.0,138.0,545
1760,West Bengal,2007,AT6-Total,6. Total (Sum of 1-5 Above),59.0,446.0,2424
1762,Andhra Pradesh,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,3811.0,7848
1763,Arunachal Pradesh,2008,AT6-Total,6. Total (Sum of 1-5 Above),7.0,37.0,60
1764,Assam,2008,AT6-Total,6. Total (Sum of 1-5 Above),67.0,298.0,1878
1765,Bihar,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,391.0,2675
1766,Chandigarh,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,244.0,1094
1767,Chhattisgarh,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,605.0,2118
1770,Delhi,2008,AT6-Total,6. Total (Sum of 1-5 Above),173.0,1340.0,11027
1771,Goa,2008,AT6-Total,6. Total (Sum of 1-5 Above),5.0,77.0,253
1772,Gujarat,2008,AT6-Total,6. Total (Sum of 1-5 Above),733.0,2228.0,9943
1773,Haryana,2008,AT6-Total,6. Total (Sum of 1-5 Above),399.0,2301.0,7893
1774,Himachal Pradesh,2008,AT6-Total,6. Total (Sum of 1-5 Above),45.0,105.0,329
1775,Jammu & Kashmir,2008,AT6-Total,6. Total (Sum of 1-5 Above),4.0,143.0,672
1777,Karnataka,2008,AT6-Total,6. Total (Sum of 1-5 Above),357.0,2156.0,9202
1778,Kerala,2008,AT6-Total,6. Total (Sum of 1-5 Above),61.0,609.0,2001
1779,Lakshadweep,2008,AT6-Total,6. Total (Sum of 1-5 Above),1.0,1.0,1
1781,Maharashtra,2008,AT6-Total,6. Total (Sum of 1-5 Above),875.0,3334.0,16909
1782,Manipur,2008,AT6-Total,6. Total (Sum of 1-5 Above),12.0,9.0,297
1783,Meghalaya,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,27.0,132
1784,Mizoram,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,34.0,43
1785,Nagaland,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,17.0,251
1786,Odisha,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,649.0,1975
1788,Punjab,2008,AT6-Total,6. Total (Sum of 1-5 Above),592.0,752.0,2160
1789,Rajasthan,2008,AT6-Total,6. Total (Sum of 1-5 Above),326.0,1618.0,9496
1790,Sikkim,2008,AT6-Total,6. Total (Sum of 1-5 Above),1.0,9.0,9
1791,Tamil Nadu,2008,AT6-Total,6. Total (Sum of 1-5 Above),2236.0,2911.0,3747
1793,Uttar Pradesh,2008,AT6-Total,6. Total (Sum of 1-5 Above),309.0,2191.0,10371
1795,West Bengal,2008,AT6-Total,6. Total (Sum of 1-5 Above),0.0,464.0,2567
1797,Andhra Pradesh,2009,AT6-Total,6. Total (Sum of 1-5 Above),713.0,4277.0,8257
1798,Arunachal Pradesh,2009,AT6-Total,6. Total (Sum of 1-5 Above),9.0,34.0,109
1799,Assam,2009,AT6-Total,6. Total (Sum of 1-5 Above),55.0,327.0,1709
1800,Bihar,2009,AT6-Total,6. Total (Sum of 1-5 Above),145.0,414.0,3674
1801,Chandigarh,2009,AT6-Total,6. Total (Sum of 1-5 Above),0.0,275.0,1117
1802,Chhattisgarh,2009,AT6-Total,6. Total (Sum of 1-5 Above),0.0,689.0,2188
1805,Delhi,2009,AT6-Total,6. Total (Sum of 1-5 Above),738.0,1886.0,13251
1806,Goa,2009,AT6-Total,6. Total (Sum of 1-5 Above),8.0,84.0,346
1807,Gujarat,2009,AT6-Total,6. Total (Sum of 1-5 Above),1004.0,2753.0,11145
1808,Haryana,2009,AT6-Total,6. Total (Sum of 1-5 Above),405.0,2425.0,8370
1809,Himachal Pradesh,2009,AT6-Total,6. Total (Sum of 1-5 Above),19.0,130.0,331
1810,Jammu & Kashmir,2009,AT6-Total,6. Total (Sum of 1-5 Above),3.0,237.0,881
1812,Karnataka,2009,AT6-Total,6. Total (Sum of 1-5 Above),351.0,2646.0,11020
1813,Kerala,2009,AT6-Total,6. Total (Sum of 1-5 Above),30.0,742.0,2028
1814,Lakshadweep,2009,AT6-Total,6. Total (Sum of 1-5 Above),0.0,5.0,5
1815,Madhya Pradesh,2009,AT6-Total,6. Total (Sum of 1-5 Above),0.0,2453.0,10955
1816,Maharashtra,2009,AT6-Total,6. Total (Sum of 1-5 Above),1473.0,4615.0,18236
1817,Manipur,2009,AT6-Total,6. Total (Sum of 1-5 Above),7.0,7.0,320
1818,Meghalaya,2009,AT6-Total,6. Total (Sum of 1-5 Above),4.0,27.0,180
1819,Mizoram,2009,AT6-Total,6. Total (Sum of 1-5 Above),59.0,59.0,77
1821,Odisha,2009,AT6-Total,6. Total (Sum of 1-5 Above),121.0,676.0,2521
1822,Puducherry,2009,AT6-Total,6. Total (Sum of 1-5 Above),78.0,250.0,502
1823,Punjab,2009,AT6-Total,6. Total (Sum of 1-5 Above),263.0,1101.0,2842
1824,Rajasthan,2009,AT6-Total,6. Total (Sum of 1-5 Above),534.0,1942.0,11783
1826,Tamil Nadu,2009,AT6-Total,6. Total (Sum of 1-5 Above),2985.0,3826.0,5198
1827,Tripura,2009,AT6-Total,6. Total (Sum of 1-5 Above),0.0,29.0,71
1828,Uttar Pradesh,2009,AT6-Total,6. Total (Sum of 1-5 Above),289.0,2189.0,14378
1830,West Bengal,2009,AT6-Total,6. Total (Sum of 1-5 Above),356.0,601.0,3618
1832,Andhra Pradesh,2010,AT6-Total,6. Total (Sum of 1-5 Above),892.0,5453.0,7422
1833,Arunachal Pradesh,2010,AT6-Total,6. Total (Sum of 1-5 Above),3.0,46.0,139
1834,Assam,2010,AT6-Total,6. Total (Sum of 1-5 Above),41.0,166.0,600
1835,Bihar,2010,AT6-Total,6. Total (Sum of 1-5 Above),5.0,400.0,4271
1836,Chandigarh,2010,AT6-Total,6. Total (Sum of 1-5 Above),0.0,256.0,898
1837,Chhattisgarh,2010,AT6-Total,6. Total (Sum of 1-5 Above),0.0,603.0,2139
1839,Daman & Diu,2010,AT6-Total,6. Total (Sum of 1-5 Above),0.0,11.0,28
1840,Delhi,2010,AT6-Total,6. Total (Sum of 1-5 Above),85.0,1924.0,15031
1841,Goa,2010,AT6-Total,6. Total (Sum of 1-5 Above),10.0,142.0,372
1842,Gujarat,2010,AT6-Total,6. Total (Sum of 1-5 Above),815.0,2443.0,9829
1843,Haryana,2010,AT6-Total,6. Total (Sum of 1-5 Above),653.0,3054.0,11398
1844,Himachal Pradesh,2010,AT6-Total,6. Total (Sum of 1-5 Above),0.0,126.0,334
1845,Jammu & Kashmir,2010,AT6-Total,6. Total (Sum of 1-5 Above),14.0,240.0,968
1846,Jharkhand,2010,AT6-Total,6. Total (Sum of 1-5 Above),30.0,440.0,2684
1847,Karnataka,2010,AT6-Total,6. Total (Sum of 1-5 Above),317.0,3374.0,10639
1848,Kerala,2010,AT6-Total,6. Total (Sum of 1-5 Above),4.0,626.0,1478
1849,Madhya Pradesh,2010,AT6-Total,6. Total (Sum of 1-5 Above),259.0,2777.0,12060
1850,Maharashtra,2010,AT6-Total,6. Total (Sum of 1-5 Above),1266.0,4641.0,18605
1851,Manipur,2010,AT6-Total,6. Total (Sum of 1-5 Above),18.0,18.0,286
1852,Meghalaya,2010,AT6-Total,6. Total (Sum of 1-5 Above),0.0,42.0,152
1853,Mizoram,2010,AT6-Total,6. Total (Sum of 1-5 Above),52.0,52.0,69
1854,Nagaland,2010,AT6-Total,6. Total (Sum of 1-5 Above),2.0,34.0,277
1855,Odisha,2010,AT6-Total,6. Total (Sum of 1-5 Above),4.0,809.0,2627
1856,Puducherry,2010,AT6-Total,6. Total (Sum of 1-5 Above),161.0,161.0,384
1857,Punjab,2010,AT6-Total,6. Total (Sum of 1-5 Above),529.0,1270.0,2713
1858,Rajasthan,2010,AT6-Total,6. Total (Sum of 1-5 Above),1037.0,2179.0,13109
1860,Tamil Nadu,2010,AT6-Total,6. Total (Sum of 1-5 Above),2563.0,3541.0,5205
1862,Uttar Pradesh,2010,AT6-Total,6. Total (Sum of 1-5 Above),505.0,2434.0,16705
1864,West Bengal,2010,AT6-Total,6. Total (Sum of 1-5 Above),47.0,641.0,4305
