,Area_Name,Year,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
592,Mizoram,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,12.0,15
593,Nagaland,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,7.0,89
594,Odisha,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,30.0,125
596,Punjab,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,110.0,208.0,641
597,Rajasthan,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,66.0,232.0,1223
598,Sikkim,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,6.0,6
599,Tamil Nadu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,121.0,135.0,200
601,Uttar Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,334.0,1546
603,West Bengal,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,76.0,272
605,Andhra Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,253.0,436
606,Arunachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,4.0,26
607,Assam,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,97.0,443
608,Bihar,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14.0,41.0,262
609,Chandigarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,75.0,466
610,Chhattisgarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,76.0,236
613,Delhi,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,289.0,580.0,4757
614,Goa,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,4.0,19
615,Gujarat,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49.0,155.0,763
616,Haryana,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,40.0,433.0,1587
617,Himachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,62.0,166
618,Jammu & Kashmir,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,122.0,433
620,Karnataka,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,252.0,959
621,Kerala,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,109.0,307
622,Lakshadweep,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,4.0,4
623,Madhya Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,234.0,675
624,Maharashtra,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,251.0,509.0,2523
625,Manipur,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,1.0,51
626,Meghalaya,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,12.0,59
627,Mizoram,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6.0,6.0,8
629,Odisha,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,74.0,358
631,Punjab,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,248.0,870
632,Rajasthan,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,158.0,321.0,1654
634,Tamil Nadu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,104.0,140.0,194
635,Tripura,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,4
636,Uttar Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41.0,320.0,2718
638,West Bengal,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64.0,86.0,401
639,Andhra Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,203.0,530.0,602
640,Arunachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,2.0,5
641,Assam,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7.0,32.0,103
643,Chandigarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,75.0,355
644,Chhattisgarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,52.0,152
646,Daman & Diu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,1.0,2
647,Delhi,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,24.0,594.0,5281
648,Goa,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,9.0,20
649,Gujarat,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58.0,170.0,843
650,Haryana,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,61.0,499.0,1918
651,Himachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,61.0,161
652,Jammu & Kashmir,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5.0,93.0,334
653,Jharkhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3.0,54.0,368
654,Karnataka,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,45.0,442.0,1087
655,Kerala,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1.0,56.0,180
656,Madhya Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46.0,299.0,780
657,Maharashtra,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,238.0,571.0,2612
658,Manipur,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,4.0,47
659,Meghalaya,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,19.0,43
660,Mizoram,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13.0,13.0,18
661,Nagaland,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2.0,12.0,81
662,Odisha,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0.0,82.0,181
663,Puducherry,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,4.0,12
664,Punjab,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,92.0,315.0,943
665,Rajasthan,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,189.0,256.0,1491
667,Tamil Nadu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,119.0,185.0,265
669,Uttar Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,65.0,374.0,3046
671,West Bengal,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4.0,89.0,401
672,Andhra Pradesh,2001,AT3-Buses,3. Buses,0.0,3.0,5
673,Arunachal Pradesh,2001,AT3-Buses,3. Buses,0.0,0.0,0
674,Assam,2001,AT3-Buses,3. Buses,0.0,0.0,0
675,Bihar,2001,AT3-Buses,3. Buses,0.0,0.0,0
676,Chandigarh,2001,AT3-Buses,3. Buses,0.0,0.0,0
677,Chhattisgarh,2001,AT3-Buses,3. Buses,0.0,0.0,0
679,Gujarat,2001,AT3-Buses,3. Buses,1.0,3.0,3
680,Haryana,2001,AT3-Buses,3. Buses,0.0,7.0,12
681,Himachal Pradesh,2001,AT3-Buses,3. Buses,0.0,1.0,1
682,Jammu & Kashmir,2001,AT3-Buses,3. Buses,0.0,1.0,4
683,Jharkhand,2001,AT3-Buses,3. Buses,1.0,1.0,2
684,Karnataka,2001,AT3-Buses,3. Buses,1.0,4.0,5
687,Maharashtra,2001,AT3-Buses,3. Buses,3.0,7.0,11
688,Meghalaya,2001,AT3-Buses,3. Buses,0.0,1.0,1
689,Mizoram,2001,AT3-Buses,3. Buses,0.0,0.0,0
690,Nagaland,2001,AT3-Buses,3. Buses,0.0,0.0,0
691,Odisha,2001,AT3-Buses,3. Buses,0.0,0.0,0
692,Punjab,2001,AT3-Buses,3. Buses,1.0,7.0,23
694,Tamil Nadu,2001,AT3-Buses,3. Buses,0.0,7.0,8
697,West Bengal,2001,AT3-Buses,3. Buses,0.0,0.0,1
698,Andhra Pradesh,2002,AT3-Buses,3. Buses,0.0,5.0,5
699,Assam,2002,AT3-Buses,3. Buses,0.0,0.0,0
700,Bihar,2002,AT3-Buses,3. Buses,0.0,0.0,0
701,Chhattisgarh,2002,AT3-Buses,3. Buses,0.0,0.0,0
702,Daman & Diu,2002,AT3-Buses,3. Buses,0.0,0.0,0
703,Delhi,2002,AT3-Buses,3. Buses,4.0,10.0,27
705,Gujarat,2002,AT3-Buses,3. Buses,1.0,4.0,36
706,Haryana,2002,AT3-Buses,3. Buses,0.0,11.0,16
707,Himachal Pradesh,2002,AT3-Buses,3. Buses,0.0,0.0,0
708,Jammu & Kashmir,2002,AT3-Buses,3. Buses,0.0,5.0,5
709,Karnataka,2002,AT3-Buses,3. Buses,0.0,1.0,1
710,Kerala,2002,AT3-Buses,3. Buses,2.0,10.0,19
711,Madhya Pradesh,2002,AT3-Buses,3. Buses,0.0,9.0,15
712,Maharashtra,2002,AT3-Buses,3. Buses,1.0,6.0,13
713,Meghalaya,2002,AT3-Buses,3. Buses,0.0,0.0,0
714,Nagaland,2002,AT3-Buses,3. Buses,0.0,0.0,0
715,Odisha,2002,AT3-Buses,3. Buses,0.0,0.0,0
716,Punjab,2002,AT3-Buses,3. Buses,1.0,5.0,5
718,Tamil Nadu,2002,AT3-Buses,3. Buses,0.0,1.0,2
719,Uttar Pradesh,2002,AT3-Buses,3. Buses,1.0,19.0,25
720,West Bengal,2002,AT3-Buses,3. Buses,0.0,0.0,8
721,Andhra Pradesh,2003,AT3-Buses,3. Buses,0.0,4.0,6
722,Arunachal Pradesh,2003,AT3-Buses,3. Buses,0.0,0.0,0
723,Assam,2003,AT3-Buses,3. Buses,0.0,0.0,0
724,Bihar,2003,AT3-Buses,3. Buses,0.0,0.0,0
725,Chandigarh,2003,AT3-Buses,3. Buses,0.0,0.0,0
726,Chhattisgarh,2003,AT3-Buses,3. Buses,0.0,0.0,0
727,Daman & Diu,2003,AT3-Buses,3. Buses,0.0,0.0,0
728,Delhi,2003,AT3-Buses,3. Buses,1.0,5.0,18
729,Gujarat,2003,AT3-Buses,3. Buses,2.0,4.0,36
730,Haryana,2003,AT3-Buses,3. Buses,2.0,20.0,32
731,Himachal Pradesh,2003,AT3-Buses,3. Buses,0.0,0.0,0
732,Jammu & Kashmir,2003,AT3-Buses,3. Buses,0.0,0.0,0
733,Jharkhand,2003,AT3-Buses,3. Buses,0.0,0.0,0
734,Karnataka,2003,AT3-Buses,3. Buses,0.0,2.0,4
736,Maharashtra,2003,AT3-Buses,3. Buses,1.0,5.0,15
737,Meghalaya,2003,AT3-Buses,3. Buses,0.0,0.0,0
738,Nagaland,2003,AT3-Buses,3. Buses,0.0,0.0,0
739,Odisha,2003,AT3-Buses,3. Buses,0.0,0.0,0
740,Punjab,2003,AT3-Buses,3. Buses,1.0,9.0,17
741,Rajasthan,2003,AT3-Buses,3. Buses,0.0,24.0,38
742,Tamil Nadu,2003,AT3-Buses,3. Buses,0.0,2.0,2
743,Uttar Pradesh,2003,AT3-Buses,3. Buses,2.0,19.0,34
744,West Bengal,2003,AT3-Buses,3. Buses,0.0,0.0,1
745,Andhra Pradesh,2004,AT3-Buses,3. Buses,2.0,6.0,15
746,Arunachal Pradesh,2004,AT3-Buses,3. Buses,0.0,0.0,0
748,Bihar,2004,AT3-Buses,3. Buses,0.0,0.0,0
749,Chandigarh,2004,AT3-Buses,3. Buses,0.0,1.0,2
750,Chhattisgarh,2004,AT3-Buses,3. Buses,0.0,0.0,0
751,Delhi,2004,AT3-Buses,3. Buses,2.0,3.0,10
752,Gujarat,2004,AT3-Buses,3. Buses,1.0,24.0,46
754,Himachal Pradesh,2004,AT3-Buses,3. Buses,0.0,1.0,1
755,Karnataka,2004,AT3-Buses,3. Buses,1.0,9.0,12
757,Madhya Pradesh,2004,AT3-Buses,3. Buses,0.0,2.0,7
758,Maharashtra,2004,AT3-Buses,3. Buses,0.0,9.0,21
759,Manipur,2004,AT3-Buses,3. Buses,0.0,0.0,0
760,Meghalaya,2004,AT3-Buses,3. Buses,0.0,0.0,0
761,Mizoram,2004,AT3-Buses,3. Buses,0.0,0.0,0
762,Nagaland,2004,AT3-Buses,3. Buses,0.0,0.0,0
763,Odisha,2004,AT3-Buses,3. Buses,0.0,2.0,35
765,Punjab,2004,AT3-Buses,3. Buses,0.0,1.0,1
768,Tamil Nadu,2004,AT3-Buses,3. Buses,2.0,2.0,2
771,West Bengal,2004,AT3-Buses,3. Buses,0.0,0.0,0
772,Andhra Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0
773,Arunachal Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0
774,Assam,2005,AT3-Buses,3. Buses,0.0,6.0,1
775,Bihar,2005,AT3-Buses,3. Buses,0.0,0.0,0
776,Chandigarh,2005,AT3-Buses,3. Buses,0.0,0.0,0
777,Chhattisgarh,2005,AT3-Buses,3. Buses,0.0,0.0,0
779,Gujarat,2005,AT3-Buses,3. Buses,0.0,24.0,55
780,Haryana,2005,AT3-Buses,3. Buses,0.0,9.0,13
781,Himachal Pradesh,2005,AT3-Buses,3. Buses,0.0,1.0,1
782,Jammu & Kashmir,2005,AT3-Buses,3. Buses,0.0,0.0,0
783,Jharkhand,2005,AT3-Buses,3. Buses,0.0,0.0,2
784,Karnataka,2005,AT3-Buses,3. Buses,0.0,2.0,4
786,Madhya Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0
787,Maharashtra,2005,AT3-Buses,3. Buses,3.0,10.0,13
788,Manipur,2005,AT3-Buses,3. Buses,0.0,0.0,0
789,Meghalaya,2005,AT3-Buses,3. Buses,0.0,0.0,0
790,Mizoram,2005,AT3-Buses,3. Buses,0.0,0.0,0
791,Nagaland,2005,AT3-Buses,3. Buses,0.0,0.0,0
792,Odisha,2005,AT3-Buses,3. Buses,0.0,0.0,0
793,Punjab,2005,AT3-Buses,3. Buses,0.0,5.0,4
795,Tamil Nadu,2005,AT3-Buses,3. Buses,1.0,1.0,1
796,Uttar Pradesh,2005,AT3-Buses,3. Buses,0.0,30.0,72
797,West Bengal,2005,AT3-Buses,3. Buses,0.0,0.0,0
798,Andhra Pradesh,2006,AT3-Buses,3. Buses,2.0,14.0,24
799,Arunachal Pradesh,2006,AT3-Buses,3. Buses,0.0,0.0,0
800,Assam,2006,AT3-Buses,3. Buses,0.0,4.0,4
801,Bihar,2006,AT3-Buses,3. Buses,0.0,0.0,2
802,Chandigarh,2006,AT3-Buses,3. Buses,0.0,0.0,0
803,Chhattisgarh,2006,AT3-Buses,3. Buses,0.0,18.0,28
805,Gujarat,2006,AT3-Buses,3. Buses,1.0,3.0,8
807,Himachal Pradesh,2006,AT3-Buses,3. Buses,3.0,3.0,3
808,Jammu & Kashmir,2006,AT3-Buses,3. Buses,0.0,0.0,0
809,Jharkhand,2006,AT3-Buses,3. Buses,0.0,0.0,1
810,Karnataka,2006,AT3-Buses,3. Buses,0.0,4.0,15
812,Madhya Pradesh,2006,AT3-Buses,3. Buses,0.0,0.0,0
813,Maharashtra,2006,AT3-Buses,3. Buses,7.0,20.0,46
814,Manipur,2006,AT3-Buses,3. Buses,0.0,0.0,0
815,Meghalaya,2006,AT3-Buses,3. Buses,0.0,0.0,0
816,Mizoram,2006,AT3-Buses,3. Buses,0.0,1.0,1
817,Nagaland,2006,AT3-Buses,3. Buses,0.0,0.0,0
818,Odisha,2006,AT3-Buses,3. Buses,0.0,0.0,0
821,Uttar Pradesh,2006,AT3-Buses,3. Buses,0.0,36.0,68
822,West Bengal,2006,AT3-Buses,3. Buses,0.0,0.0,1
823,Andhra Pradesh,2007,AT3-Buses,3. Buses,0.0,2.0,2
824,Arunachal Pradesh,2007,AT3-Buses,3. Buses,0.0,0.0,0
825,Assam,2007,AT3-Buses,3. Buses,0.0,6.0,8
826,Bihar,2007,AT3-Buses,3. Buses,0.0,0.0,0
827,Chandigarh,2007,AT3-Buses,3. Buses,0.0,0.0,0
828,Chhattisgarh,2007,AT3-Buses,3. Buses,0.0,0.0,0
830,Gujarat,2007,AT3-Buses,3. Buses,5.0,10.0,22
831,Haryana,2007,AT3-Buses,3. Buses,2.0,5.0,7
832,Himachal Pradesh,2007,AT3-Buses,3. Buses,2.0,9.0,17
833,Jammu & Kashmir,2007,AT3-Buses,3. Buses,0.0,2.0,5
834,Karnataka,2007,AT3-Buses,3. Buses,1.0,13.0,25
836,Madhya Pradesh,2007,AT3-Buses,3. Buses,8.0,19.0,24
837,Maharashtra,2007,AT3-Buses,3. Buses,1.0,7.0,28
838,Manipur,2007,AT3-Buses,3. Buses,0.0,0.0,0
839,Meghalaya,2007,AT3-Buses,3. Buses,0.0,0.0,0
840,Mizoram,2007,AT3-Buses,3. Buses,0.0,0.0,0
841,Nagaland,2007,AT3-Buses,3. Buses,0.0,0.0,0
842,Odisha,2007,AT3-Buses,3. Buses,0.0,0.0,0
843,Punjab,2007,AT3-Buses,3. Buses,2.0,4.0,5
845,Tamil Nadu,2007,AT3-Buses,3. Buses,2.0,3.0,3
847,West Bengal,2007,AT3-Buses,3. Buses,0.0,2.0,2
849,Andhra Pradesh,2008,AT3-Buses,3. Buses,0.0,3.0,3
850,Arunachal Pradesh,2008,AT3-Buses,3. Buses,0.0,0.0,0
851,Assam,2008,AT3-Buses,3. Buses,0.0,2.0,4
852,Bihar,2008,AT3-Buses,3. Buses,0.0,0.0,2
853,Chandigarh,2008,AT3-Buses,3. Buses,0.0,0.0,1
854,Chhattisgarh,2008,AT3-Buses,3. Buses,0.0,0.0,0
857,Gujarat,2008,AT3-Buses,3. Buses,8.0,10.0,21
858,Haryana,2008,AT3-Buses,3. Buses,1.0,7.0,8
859,Himachal Pradesh,2008,AT3-Buses,3. Buses,0.0,0.0,0
860,Jammu & Kashmir,2008,AT3-Buses,3. Buses,0.0,0.0,0
862,Karnataka,2008,AT3-Buses,3. Buses,1.0,3.0,4
864,Maharashtra,2008,AT3-Buses,3. Buses,2.0,3.0,22
865,Manipur,2008,AT3-Buses,3. Buses,0.0,0.0,0
866,Meghalaya,2008,AT3-Buses,3. Buses,0.0,0.0,0
867,Mizoram,2008,AT3-Buses,3. Buses,0.0,0.0,0
868,Nagaland,2008,AT3-Buses,3. Buses,0.0,0.0,0
869,Odisha,2008,AT3-Buses,3. Buses,0.0,0.0,0
871,Rajasthan,2008,AT3-Buses,3. Buses,4.0,44.0,97
872,Tamil Nadu,2008,AT3-Buses,3. Buses,0.0,0.0,0
874,West Bengal,2008,AT3-Buses,3. Buses,0.0,0.0,0
875,Andhra Pradesh,2009,AT3-Buses,3. Buses,0.0,1.0,1
876,Arunachal Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0
877,Assam,2009,AT3-Buses,3. Buses,0.0,3.0,3
878,Bihar,2009,AT3-Buses,3. Buses,0.0,0.0,1
879,Chandigarh,2009,AT3-Buses,3. Buses,0.0,0.0,1
880,Chhattisgarh,2009,AT3-Buses,3. Buses,0.0,0.0,0
883,Gujarat,2009,AT3-Buses,3. Buses,3.0,6.0,11
884,Haryana,2009,AT3-Buses,3. Buses,1.0,6.0,6
885,Himachal Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0
886,Jammu & Kashmir,2009,AT3-Buses,3. Buses,0.0,0.0,0
888,Karnataka,2009,AT3-Buses,3. Buses,1.0,0.0,5
889,Kerala,2009,AT3-Buses,3. Buses,0.0,3.0,3
890,Madhya Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0
891,Maharashtra,2009,AT3-Buses,3. Buses,2.0,6.0,10
892,Manipur,2009,AT3-Buses,3. Buses,0.0,0.0,0
893,Meghalaya,2009,AT3-Buses,3. Buses,0.0,0.0,0
894,Odisha,2009,AT3-Buses,3. Buses,0.0,0.0,0
897,Tamil Nadu,2009,AT3-Buses,3. Buses,4.0,4.0,4
898,Tripura,2009,AT3-Buses,3. Buses,0.0,1.0,1
900,West Bengal,2009,AT3-Buses,3. Buses,0.0,1.0,1
901,Andhra Pradesh,2010,AT3-Buses,3. Buses,6.0,49.0,65
902,Arunachal Pradesh,2010,AT3-Buses,3. Buses,0.0,0.0,0
903,Assam,2010,AT3-Buses,3. Buses,0.0,2.0,2
904,Chandigarh,2010,AT3-Buses,3. Buses,0.0,0.0,0
905,Chhattisgarh,2010,AT3-Buses,3. Buses,0.0,0.0,0
907,Gujarat,2010,AT3-Buses,3. Buses,0.0,0.0,1
908,Haryana,2010,AT3-Buses,3. Buses,1.0,3.0,9
909,Himachal Pradesh,2010,AT3-Buses,3. Buses,0.0,0.0,0
910,Jammu & Kashmir,2010,AT3-Buses,3. Buses,0.0,4.0,5
911,Jharkhand,2010,AT3-Buses,3. Buses,0.0,0.0,0
912,Karnataka,2010,AT3-Buses,3. Buses,0.0,1.0,1
913,Kerala,2010,AT3-Buses,3. Buses,0.0,0.0,0
914,Maharashtra,2010,AT3-Buses,3. Buses,3.0,6.0,11
915,Manipur,2010,AT3-Buses,3. Buses,0.0,0.0,0
916,Meghalaya,2010,AT3-Buses,3. Buses,0.0,0.0,0
917,Mizoram,2010,AT3-Buses,3. Buses,0.0,0.0,0
918,Nagaland,2010,AT3-Buses,3. Buses,0.0,0.0,0
919,Odisha,2010,AT3-Buses,3. Buses,0.0,1.0,0
920,Punjab,2010,AT3-Buses,3. Buses,1.0,6.0,8
921,Rajasthan,2010,AT3-Buses,3. Buses,1.0,9.0,26
922,Tamil Nadu,2010,AT3-Buses,3. Buses,1.0,1.0,1
923,Uttar Pradesh,2010,AT3-Buses,3. Buses,0.0,5.0,10
925,West Bengal,2010,AT3-Buses,3. Buses,0.0,1.0,1
926,Andhra Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1
927,Arunachal Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
928,Assam,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
929,Bihar,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,7
930,Chandigarh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7
931,Chhattisgarh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,8.0,8
932,Delhi,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,33.0,122
934,Gujarat,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16.0,29.0,53
935,Haryana,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,57.0,71
936,Himachal Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,6.0,10
937,Jammu & Kashmir,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
938,Jharkhand,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,2.0,8
939,Karnataka,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,23.0,65
940,Kerala,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,20.0,58
942,Maharashtra,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),47.0,123.0,263
943,Meghalaya,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,8
944,Mizoram,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1
945,Nagaland,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
946,Odisha,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6
947,Punjab,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,32.0,83
948,Rajasthan,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,35.0,71
950,Uttar Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,11.0,29
952,West Bengal,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,2
953,Andhra Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,7
954,Assam,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
955,Bihar,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,8.0,9
956,Chandigarh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3
957,Chhattisgarh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3
958,Daman & Diu,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
959,Delhi,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),19.0,94.0,227
960,Goa,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,4
961,Gujarat,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,17.0,45
962,Haryana,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,83.0,106
