,Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
3788,Kerala,2010,TVC- Riots,09. Riots,22.0,5081.0,5103.0
3789,Madhya Pradesh,2010,TVC- Riots,09. Riots,0.0,3155.0,3155.0
3790,Maharashtra,2010,TVC- Riots,09. Riots,44.0,4548.0,4592.0
3791,Manipur,2010,TVC- Riots,09. Riots,0.0,3.0,3.0
3792,Meghalaya,2010,TVC- Riots,09. Riots,0.0,1.0,1.0
3793,Mizoram,2010,TVC- Riots,09. Riots,0.0,0.0,0.0
3794,Nagaland,2010,TVC- Riots,09. Riots,3.0,1.0,4.0
3795,Odisha,2010,TVC- Riots,09. Riots,0.0,1320.0,1320.0
3796,Puducherry,2010,TVC- Riots,09. Riots,38.0,152.0,190.0
3800,Tamil Nadu,2010,TVC- Riots,09. Riots,0.0,1617.0,1617.0
3801,Tripura,2010,TVC- Riots,09. Riots,5.0,67.0,72.0
3804,West Bengal,2010,TVC- Riots,09. Riots,0.0,2011.0,2011.0
3805,Andhra Pradesh,2001,TVC- Robbery,08. Robbery,0.0,514.0,514.0
3806,Arunachal Pradesh,2001,TVC- Robbery,08. Robbery,0.0,32.0,32.0
3807,Assam,2001,TVC- Robbery,08. Robbery,10.0,209.0,219.0
3808,Bihar,2001,TVC- Robbery,08. Robbery,3.0,871.0,874.0
3809,Chandigarh,2001,TVC- Robbery,08. Robbery,0.0,6.0,6.0
3810,Chhattisgarh,2001,TVC- Robbery,08. Robbery,26.0,88.0,114.0
3814,Gujarat,2001,TVC- Robbery,08. Robbery,1.0,265.0,266.0
3815,Haryana,2001,TVC- Robbery,08. Robbery,0.0,241.0,241.0
3816,Himachal Pradesh,2001,TVC- Robbery,08. Robbery,0.0,14.0,14.0
3817,Jammu & Kashmir,2001,TVC- Robbery,08. Robbery,0.0,25.0,25.0
3818,Jharkhand,2001,TVC- Robbery,08. Robbery,3.0,283.0,286.0
3819,Karnataka,2001,TVC- Robbery,08. Robbery,0.0,512.0,512.0
3820,Kerala,2001,TVC- Robbery,08. Robbery,2.0,136.0,138.0
3822,Maharashtra,2001,TVC- Robbery,08. Robbery,26.0,991.0,1017.0
3823,Meghalaya,2001,TVC- Robbery,08. Robbery,6.0,4.0,10.0
3824,Mizoram,2001,TVC- Robbery,08. Robbery,1.0,14.0,15.0
3825,Nagaland,2001,TVC- Robbery,08. Robbery,7.0,7.0,14.0
3826,Odisha,2001,TVC- Robbery,08. Robbery,0.0,717.0,717.0
3830,Tamil Nadu,2001,TVC- Robbery,08. Robbery,6.0,471.0,477.0
3832,Uttar Pradesh,2001,TVC- Robbery,08. Robbery,7.0,1849.0,1856.0
3834,West Bengal,2001,TVC- Robbery,08. Robbery,0.0,207.0,207.0
3835,Andaman & Nicobar Islands,2002,TVC- Robbery,08. Robbery,0.0,2.0,2.0
3836,Andhra Pradesh,2002,TVC- Robbery,08. Robbery,0.0,589.0,589.0
3838,Assam,2002,TVC- Robbery,08. Robbery,5.0,186.0,191.0
3839,Bihar,2002,TVC- Robbery,08. Robbery,0.0,740.0,740.0
3840,Chandigarh,2002,TVC- Robbery,08. Robbery,0.0,14.0,14.0
3841,Chhattisgarh,2002,TVC- Robbery,08. Robbery,83.0,232.0,315.0
3843,Daman & Diu,2002,TVC- Robbery,08. Robbery,0.0,0.0,0.0
3844,Delhi,2002,TVC- Robbery,08. Robbery,0.0,372.0,372.0
3846,Gujarat,2002,TVC- Robbery,08. Robbery,3.0,247.0,250.0
3847,Haryana,2002,TVC- Robbery,08. Robbery,0.0,276.0,276.0
3848,Himachal Pradesh,2002,TVC- Robbery,08. Robbery,0.0,8.0,8.0
3849,Jammu & Kashmir,2002,TVC- Robbery,08. Robbery,0.0,32.0,32.0
3850,Jharkhand,2002,TVC- Robbery,08. Robbery,4.0,219.0,223.0
3851,Karnataka,2002,TVC- Robbery,08. Robbery,0.0,528.0,528.0
3852,Kerala,2002,TVC- Robbery,08. Robbery,1.0,140.0,141.0
3853,Madhya Pradesh,2002,TVC- Robbery,08. Robbery,0.0,943.0,943.0
3854,Maharashtra,2002,TVC- Robbery,08. Robbery,1.0,1055.0,1056.0
3855,Meghalaya,2002,TVC- Robbery,08. Robbery,4.0,21.0,25.0
3856,Mizoram,2002,TVC- Robbery,08. Robbery,1.0,3.0,4.0
3857,Nagaland,2002,TVC- Robbery,08. Robbery,3.0,8.0,11.0
3858,Odisha,2002,TVC- Robbery,08. Robbery,0.0,615.0,615.0
3860,Punjab,2002,TVC- Robbery,08. Robbery,0.0,34.0,34.0
3863,Tamil Nadu,2002,TVC- Robbery,08. Robbery,12.0,527.0,539.0
3865,Uttar Pradesh,2002,TVC- Robbery,08. Robbery,4.0,2300.0,2304.0
3867,West Bengal,2002,TVC- Robbery,08. Robbery,0.0,304.0,304.0
3868,Andaman & Nicobar Islands,2003,TVC- Robbery,08. Robbery,0.0,1.0,1.0
3869,Andhra Pradesh,2003,TVC- Robbery,08. Robbery,0.0,454.0,454.0
3870,Arunachal Pradesh,2003,TVC- Robbery,08. Robbery,0.0,6.0,6.0
3871,Assam,2003,TVC- Robbery,08. Robbery,12.0,265.0,277.0
3872,Bihar,2003,TVC- Robbery,08. Robbery,0.0,847.0,847.0
3873,Chandigarh,2003,TVC- Robbery,08. Robbery,0.0,7.0,7.0
3874,Chhattisgarh,2003,TVC- Robbery,08. Robbery,0.0,110.0,110.0
3875,Daman & Diu,2003,TVC- Robbery,08. Robbery,0.0,0.0,0.0
3878,Gujarat,2003,TVC- Robbery,08. Robbery,2.0,292.0,294.0
3879,Haryana,2003,TVC- Robbery,08. Robbery,0.0,315.0,315.0
3880,Himachal Pradesh,2003,TVC- Robbery,08. Robbery,0.0,11.0,11.0
3881,Jammu & Kashmir,2003,TVC- Robbery,08. Robbery,0.0,25.0,25.0
3882,Jharkhand,2003,TVC- Robbery,08. Robbery,0.0,265.0,265.0
3883,Karnataka,2003,TVC- Robbery,08. Robbery,0.0,509.0,509.0
3886,Maharashtra,2003,TVC- Robbery,08. Robbery,18.0,942.0,960.0
3887,Meghalaya,2003,TVC- Robbery,08. Robbery,4.0,8.0,12.0
3888,Mizoram,2003,TVC- Robbery,08. Robbery,2.0,5.0,7.0
3889,Nagaland,2003,TVC- Robbery,08. Robbery,0.0,12.0,12.0
3890,Odisha,2003,TVC- Robbery,08. Robbery,0.0,633.0,633.0
3892,Punjab,2003,TVC- Robbery,08. Robbery,0.0,61.0,61.0
3895,Tamil Nadu,2003,TVC- Robbery,08. Robbery,18.0,455.0,473.0
3898,Uttarakhand,2003,TVC- Robbery,08. Robbery,0.0,60.0,60.0
3899,West Bengal,2003,TVC- Robbery,08. Robbery,0.0,225.0,225.0
3900,Andaman & Nicobar Islands,2004,TVC- Robbery,08. Robbery,0.0,3.0,3.0
3901,Andhra Pradesh,2004,TVC- Robbery,08. Robbery,0.0,440.0,440.0
3902,Arunachal Pradesh,2004,TVC- Robbery,08. Robbery,0.0,12.0,12.0
3903,Assam,2004,TVC- Robbery,08. Robbery,21.0,252.0,273.0
3904,Bihar,2004,TVC- Robbery,08. Robbery,1.0,850.0,851.0
3905,Chandigarh,2004,TVC- Robbery,08. Robbery,0.0,4.0,4.0
3906,Chhattisgarh,2004,TVC- Robbery,08. Robbery,4.0,270.0,274.0
3907,Dadra & Nagar Haveli,2004,TVC- Robbery,08. Robbery,0.0,1.0,1.0
3910,Gujarat,2004,TVC- Robbery,08. Robbery,3.0,330.0,333.0
3912,Himachal Pradesh,2004,TVC- Robbery,08. Robbery,0.0,15.0,15.0
3915,Karnataka,2004,TVC- Robbery,08. Robbery,0.0,449.0,449.0
3916,Kerala,2004,TVC- Robbery,08. Robbery,1.0,186.0,187.0
3918,Maharashtra,2004,TVC- Robbery,08. Robbery,0.0,964.0,964.0
3919,Manipur,2004,TVC- Robbery,08. Robbery,0.0,2.0,2.0
3920,Meghalaya,2004,TVC- Robbery,08. Robbery,0.0,21.0,21.0
3921,Mizoram,2004,TVC- Robbery,08. Robbery,3.0,15.0,18.0
3922,Nagaland,2004,TVC- Robbery,08. Robbery,5.0,148.0,153.0
3923,Odisha,2004,TVC- Robbery,08. Robbery,0.0,588.0,588.0
3925,Punjab,2004,TVC- Robbery,08. Robbery,17.0,27.0,44.0
3928,Tamil Nadu,2004,TVC- Robbery,08. Robbery,5.0,456.0,461.0
3930,Uttar Pradesh,2004,TVC- Robbery,08. Robbery,0.0,1889.0,1889.0
3932,West Bengal,2004,TVC- Robbery,08. Robbery,0.0,89.0,89.0
3933,Andhra Pradesh,2005,TVC- Robbery,08. Robbery,0.0,424.0,424.0
3934,Arunachal Pradesh,2005,TVC- Robbery,08. Robbery,0.0,26.0,26.0
3935,Assam,2005,TVC- Robbery,08. Robbery,5.0,270.0,275.0
3936,Bihar,2005,TVC- Robbery,08. Robbery,5.0,824.0,829.0
3937,Chandigarh,2005,TVC- Robbery,08. Robbery,0.0,2.0,2.0
3938,Chhattisgarh,2005,TVC- Robbery,08. Robbery,121.0,246.0,367.0
3941,Gujarat,2005,TVC- Robbery,08. Robbery,3.0,307.0,310.0
3942,Haryana,2005,TVC- Robbery,08. Robbery,0.0,338.0,338.0
3943,Himachal Pradesh,2005,TVC- Robbery,08. Robbery,0.0,15.0,15.0
3944,Jammu & Kashmir,2005,TVC- Robbery,08. Robbery,0.0,38.0,38.0
3945,Jharkhand,2005,TVC- Robbery,08. Robbery,7.0,442.0,449.0
3946,Karnataka,2005,TVC- Robbery,08. Robbery,0.0,612.0,612.0
3949,Maharashtra,2005,TVC- Robbery,08. Robbery,12.0,991.0,1003.0
3950,Manipur,2005,TVC- Robbery,08. Robbery,0.0,2.0,2.0
3951,Meghalaya,2005,TVC- Robbery,08. Robbery,3.0,29.0,32.0
3952,Mizoram,2005,TVC- Robbery,08. Robbery,0.0,3.0,3.0
3953,Nagaland,2005,TVC- Robbery,08. Robbery,0.0,239.0,239.0
3954,Odisha,2005,TVC- Robbery,08. Robbery,0.0,535.0,535.0
3956,Punjab,2005,TVC- Robbery,08. Robbery,0.0,43.0,43.0
3958,Tamil Nadu,2005,TVC- Robbery,08. Robbery,3.0,543.0,546.0
3960,Uttar Pradesh,2005,TVC- Robbery,08. Robbery,0.0,1579.0,1579.0
3962,West Bengal,2005,TVC- Robbery,08. Robbery,0.0,92.0,92.0
3963,Andhra Pradesh,2006,TVC- Robbery,08. Robbery,0.0,507.0,507.0
3964,Arunachal Pradesh,2006,TVC- Robbery,08. Robbery,0.0,26.0,26.0
3965,Assam,2006,TVC- Robbery,08. Robbery,7.0,232.0,239.0
3966,Bihar,2006,TVC- Robbery,08. Robbery,16.0,934.0,950.0
3967,Chandigarh,2006,TVC- Robbery,08. Robbery,0.0,10.0,10.0
3968,Chhattisgarh,2006,TVC- Robbery,08. Robbery,96.0,149.0,245.0
3969,Daman & Diu,2006,TVC- Robbery,08. Robbery,0.0,0.0,0.0
3972,Gujarat,2006,TVC- Robbery,08. Robbery,10.0,342.0,352.0
3974,Himachal Pradesh,2006,TVC- Robbery,08. Robbery,0.0,12.0,12.0
3975,Jammu & Kashmir,2006,TVC- Robbery,08. Robbery,0.0,36.0,36.0
3976,Jharkhand,2006,TVC- Robbery,08. Robbery,2.0,259.0,261.0
3977,Karnataka,2006,TVC- Robbery,08. Robbery,0.0,607.0,607.0
3980,Maharashtra,2006,TVC- Robbery,08. Robbery,3.0,917.0,920.0
3981,Manipur,2006,TVC- Robbery,08. Robbery,0.0,1.0,1.0
3982,Meghalaya,2006,TVC- Robbery,08. Robbery,3.0,30.0,33.0
3983,Mizoram,2006,TVC- Robbery,08. Robbery,0.0,5.0,5.0
3984,Nagaland,2006,TVC- Robbery,08. Robbery,29.0,30.0,59.0
3985,Odisha,2006,TVC- Robbery,08. Robbery,0.0,567.0,567.0
3988,Rajasthan,2006,TVC- Robbery,08. Robbery,0.0,558.0,558.0
3990,Tamil Nadu,2006,TVC- Robbery,08. Robbery,1.0,401.0,402.0
3992,Uttar Pradesh,2006,TVC- Robbery,08. Robbery,0.0,1612.0,1612.0
3994,West Bengal,2006,TVC- Robbery,08. Robbery,0.0,263.0,263.0
3996,Andhra Pradesh,2007,TVC- Robbery,08. Robbery,3.0,459.0,462.0
3997,Arunachal Pradesh,2007,TVC- Robbery,08. Robbery,0.0,19.0,19.0
3998,Assam,2007,TVC- Robbery,08. Robbery,12.0,274.0,286.0
3999,Bihar,2007,TVC- Robbery,08. Robbery,0.0,773.0,773.0
4000,Chandigarh,2007,TVC- Robbery,08. Robbery,0.0,18.0,18.0
4001,Chhattisgarh,2007,TVC- Robbery,08. Robbery,88.0,157.0,245.0
4003,Daman & Diu,2007,TVC- Robbery,08. Robbery,0.0,0.0,0.0
4006,Gujarat,2007,TVC- Robbery,08. Robbery,8.0,285.0,293.0
4007,Haryana,2007,TVC- Robbery,08. Robbery,0.0,236.0,236.0
4008,Himachal Pradesh,2007,TVC- Robbery,08. Robbery,0.0,14.0,14.0
4009,Jammu & Kashmir,2007,TVC- Robbery,08. Robbery,0.0,28.0,28.0
4010,Jharkhand,2007,TVC- Robbery,08. Robbery,2.0,425.0,427.0
4011,Karnataka,2007,TVC- Robbery,08. Robbery,0.0,831.0,831.0
4013,Madhya Pradesh,2007,TVC- Robbery,08. Robbery,0.0,1144.0,1144.0
4014,Maharashtra,2007,TVC- Robbery,08. Robbery,7.0,945.0,952.0
4015,Manipur,2007,TVC- Robbery,08. Robbery,0.0,0.0,0.0
4016,Meghalaya,2007,TVC- Robbery,08. Robbery,0.0,18.0,18.0
4017,Mizoram,2007,TVC- Robbery,08. Robbery,0.0,18.0,18.0
4018,Nagaland,2007,TVC- Robbery,08. Robbery,0.0,30.0,30.0
4019,Odisha,2007,TVC- Robbery,08. Robbery,0.0,425.0,425.0
4024,Tamil Nadu,2007,TVC- Robbery,08. Robbery,3.0,382.0,385.0
4028,West Bengal,2007,TVC- Robbery,08. Robbery,0.0,279.0,279.0
4030,Andhra Pradesh,2008,TVC- Robbery,08. Robbery,0.0,404.0,404.0
4031,Arunachal Pradesh,2008,TVC- Robbery,08. Robbery,0.0,22.0,22.0
4032,Assam,2008,TVC- Robbery,08. Robbery,6.0,228.0,234.0
4033,Bihar,2008,TVC- Robbery,08. Robbery,0.0,784.0,784.0
4035,Chhattisgarh,2008,TVC- Robbery,08. Robbery,76.0,191.0,267.0
4039,Gujarat,2008,TVC- Robbery,08. Robbery,10.0,317.0,327.0
4040,Haryana,2008,TVC- Robbery,08. Robbery,0.0,299.0,299.0
4041,Himachal Pradesh,2008,TVC- Robbery,08. Robbery,0.0,11.0,11.0
4042,Jammu & Kashmir,2008,TVC- Robbery,08. Robbery,0.0,29.0,29.0
4043,Jharkhand,2008,TVC- Robbery,08. Robbery,18.0,500.0,518.0
4044,Karnataka,2008,TVC- Robbery,08. Robbery,28.0,587.0,615.0
4047,Maharashtra,2008,TVC- Robbery,08. Robbery,13.0,1047.0,1060.0
4048,Manipur,2008,TVC- Robbery,08. Robbery,0.0,0.0,0.0
4049,Meghalaya,2008,TVC- Robbery,08. Robbery,3.0,21.0,24.0
4050,Mizoram,2008,TVC- Robbery,08. Robbery,0.0,5.0,5.0
4051,Nagaland,2008,TVC- Robbery,08. Robbery,4.0,17.0,21.0
4052,Odisha,2008,TVC- Robbery,08. Robbery,0.0,606.0,606.0
4057,Tamil Nadu,2008,TVC- Robbery,08. Robbery,2.0,407.0,409.0
4061,West Bengal,2008,TVC- Robbery,08. Robbery,0.0,204.0,204.0
4063,Andhra Pradesh,2009,TVC- Robbery,08. Robbery,2.0,363.0,365.0
4064,Arunachal Pradesh,2009,TVC- Robbery,08. Robbery,0.0,11.0,11.0
4065,Assam,2009,TVC- Robbery,08. Robbery,7.0,144.0,151.0
4066,Bihar,2009,TVC- Robbery,08. Robbery,0.0,706.0,706.0
4067,Chandigarh,2009,TVC- Robbery,08. Robbery,0.0,11.0,11.0
4068,Chhattisgarh,2009,TVC- Robbery,08. Robbery,91.0,180.0,271.0
4073,Gujarat,2009,TVC- Robbery,08. Robbery,2.0,228.0,230.0
4074,Haryana,2009,TVC- Robbery,08. Robbery,0.0,285.0,285.0
4075,Himachal Pradesh,2009,TVC- Robbery,08. Robbery,0.0,9.0,9.0
4076,Jammu & Kashmir,2009,TVC- Robbery,08. Robbery,0.0,43.0,43.0
4077,Jharkhand,2009,TVC- Robbery,08. Robbery,3.0,529.0,532.0
4078,Karnataka,2009,TVC- Robbery,08. Robbery,5.0,537.0,542.0
4080,Madhya Pradesh,2009,TVC- Robbery,08. Robbery,0.0,1170.0,1170.0
4081,Maharashtra,2009,TVC- Robbery,08. Robbery,1.0,934.0,935.0
4082,Manipur,2009,TVC- Robbery,08. Robbery,0.0,0.0,0.0
4083,Meghalaya,2009,TVC- Robbery,08. Robbery,1.0,16.0,17.0
4085,Nagaland,2009,TVC- Robbery,08. Robbery,6.0,26.0,32.0
4086,Odisha,2009,TVC- Robbery,08. Robbery,0.0,533.0,533.0
4090,Tamil Nadu,2009,TVC- Robbery,08. Robbery,7.0,361.0,368.0
4091,Tripura,2009,TVC- Robbery,08. Robbery,0.0,32.0,32.0
4094,West Bengal,2009,TVC- Robbery,08. Robbery,0.0,139.0,139.0
4095,Andaman & Nicobar Islands,2010,TVC- Robbery,08. Robbery,0.0,5.0,5.0
4096,Andhra Pradesh,2010,TVC- Robbery,08. Robbery,2.0,483.0,485.0
4097,Arunachal Pradesh,2010,TVC- Robbery,08. Robbery,0.0,22.0,22.0
4098,Assam,2010,TVC- Robbery,08. Robbery,9.0,129.0,138.0
4100,Chandigarh,2010,TVC- Robbery,08. Robbery,0.0,33.0,33.0
4101,Chhattisgarh,2010,TVC- Robbery,08. Robbery,63.0,194.0,257.0
4104,Goa,2010,TVC- Robbery,08. Robbery,0.0,6.0,6.0
4105,Gujarat,2010,TVC- Robbery,08. Robbery,18.0,270.0,288.0
4107,Himachal Pradesh,2010,TVC- Robbery,08. Robbery,0.0,7.0,7.0
4108,Jammu & Kashmir,2010,TVC- Robbery,08. Robbery,0.0,19.0,19.0
4109,Jharkhand,2010,TVC- Robbery,08. Robbery,1.0,500.0,501.0
4110,Karnataka,2010,TVC- Robbery,08. Robbery,55.0,1686.0,1741.0
4111,Kerala,2010,TVC- Robbery,08. Robbery,0.0,397.0,397.0
4113,Maharashtra,2010,TVC- Robbery,08. Robbery,2.0,1096.0,1098.0
4114,Manipur,2010,TVC- Robbery,08. Robbery,0.0,0.0,0.0
4115,Meghalaya,2010,TVC- Robbery,08. Robbery,0.0,14.0,14.0
4116,Mizoram,2010,TVC- Robbery,08. Robbery,1.0,9.0,10.0
4117,Nagaland,2010,TVC- Robbery,08. Robbery,5.0,53.0,58.0
4118,Odisha,2010,TVC- Robbery,08. Robbery,0.0,835.0,835.0
4122,Tamil Nadu,2010,TVC- Robbery,08. Robbery,7.0,616.0,623.0
4126,West Bengal,2010,TVC- Robbery,08. Robbery,0.0,143.0,143.0
4128,Andhra Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),56.0,8768.0,8824.0
4129,Arunachal Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,70.0,70.0
4130,Assam,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),172.0,3833.0,4005.0
4131,Bihar,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),17.0,13117.0,13134.0
4132,Chandigarh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,117.0,117.0
4133,Chhattisgarh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),874.0,1527.0,2401.0
4135,Delhi,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),439.0,1907.0,2346.0
4137,Gujarat,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),35.0,2910.0,2945.0
4138,Haryana,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),78.0,3370.0,3448.0
4139,Himachal Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,758.0,758.0
4140,Jammu & Kashmir,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1203.0,1203.0
4141,Jharkhand,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),73.0,4196.0,4269.0
4142,Karnataka,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),27.0,9361.0,9388.0
4143,Kerala,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),165.0,4338.0,4503.0
4146,Maharashtra,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),216.0,9374.0,9590.0
4148,Meghalaya,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),21.0,77.0,98.0
4149,Mizoram,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),17.0,89.0,106.0
4150,Nagaland,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),25.0,22.0,47.0
4151,Odisha,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5102.0,5102.0
4153,Punjab,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),4.0,1835.0,1839.0
4155,Sikkim,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),7.0,22.0,29.0
4156,Tamil Nadu,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),285.0,9204.0,9489.0
4158,Uttar Pradesh,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),70.0,24390.0,24460.0
4159,Uttarakhand,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),53.0,964.0,1017.0
4160,West Bengal,2001,TVC- Total,12. Total Trials (Sum of 1-11 Above),9.0,4534.0,4543.0
4161,Andaman & Nicobar Islands,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,23.0,23.0
4162,Andhra Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),2.0,9522.0,9524.0
4164,Assam,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),95.0,3297.0,3392.0
4165,Bihar,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),13.0,11345.0,11358.0
4166,Chandigarh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,123.0,123.0
4167,Chhattisgarh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),2448.0,3109.0,5557.0
4169,Daman & Diu,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,19.0,19.0
4170,Delhi,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1867.0,1867.0
4172,Gujarat,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),40.0,3092.0,3132.0
4173,Haryana,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),12.0,3300.0,3312.0
4174,Himachal Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),21.0,601.0,622.0
4175,Jammu & Kashmir,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,1306.0,1306.0
4176,Jharkhand,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),86.0,6660.0,6746.0
4177,Karnataka,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,8274.0,8274.0
4178,Kerala,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),45.0,4674.0,4719.0
4179,Lakshadweep,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,4.0,4.0
4180,Madhya Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),186.0,11876.0,12062.0
4181,Maharashtra,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),119.0,11135.0,11254.0
4183,Meghalaya,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),8.0,82.0,90.0
4184,Mizoram,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),21.0,44.0,65.0
4185,Nagaland,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),6.0,44.0,50.0
4186,Odisha,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,4440.0,4440.0
4187,Puducherry,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),118.0,189.0,307.0
4188,Punjab,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2084.0,2084.0
4189,Rajasthan,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),60.0,16731.0,16791.0
4190,Sikkim,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),7.0,63.0,70.0
4191,Tamil Nadu,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),427.0,9909.0,10336.0
4193,Uttar Pradesh,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),29.0,28292.0,28321.0
4194,Uttarakhand,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),48.0,913.0,961.0
4195,West Bengal,2002,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5971.0,5971.0
4196,Andaman & Nicobar Islands,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,19.0,19.0
4197,Andhra Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,8301.0,8301.0
4198,Arunachal Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,30.0,30.0
4199,Assam,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),102.0,3952.0,4054.0
4200,Bihar,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,14693.0,14693.0
4201,Chandigarh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,106.0,106.0
4202,Chhattisgarh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2551.0,2551.0
4204,Daman & Diu,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,14.0,14.0
4207,Gujarat,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),44.0,4131.0,4175.0
4208,Haryana,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),9.0,3390.0,3399.0
4209,Himachal Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),35.0,689.0,724.0
4210,Jammu & Kashmir,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),1.0,1020.0,1021.0
4211,Jharkhand,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),6.0,5553.0,5559.0
4212,Karnataka,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),14.0,8753.0,8767.0
4213,Kerala,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),80.0,5128.0,5208.0
4214,Lakshadweep,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2.0,2.0
4216,Maharashtra,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),214.0,11133.0,11347.0
4218,Meghalaya,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),4.0,52.0,56.0
4219,Mizoram,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),49.0,37.0,86.0
4220,Nagaland,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,61.0,61.0
4221,Odisha,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,5671.0,5671.0
4222,Puducherry,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),67.0,34.0,101.0
4223,Punjab,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),0.0,2185.0,2185.0
4224,Rajasthan,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),37.0,12266.0,12303.0
4226,Tamil Nadu,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),688.0,10009.0,10697.0
4228,Uttar Pradesh,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),39.0,23333.0,23372.0
4229,Uttarakhand,2003,TVC- Total,12. Total Trials (Sum of 1-11 Above),30.0,852.0,882.0
