,Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
2041,Arunachal Pradesh,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,11.0,11.0
2042,Assam,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,51.0,692.0,743.0
2043,Bihar,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,60.0,1679.0,1739.0
2044,Chandigarh,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,33.0,33.0
2045,Chhattisgarh,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,50.0,86.0,136.0
2046,Dadra & Nagar Haveli,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3.0,3.0
2047,Daman & Diu,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1.0,1.0
2050,Gujarat,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,492.0,497.0
2052,Himachal Pradesh,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,41.0,41.0
2053,Jammu & Kashmir,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,232.0,232.0
2054,Jharkhand,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,375.0,377.0
2055,Karnataka,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,269.0,269.0
2058,Maharashtra,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,488.0,488.0
2059,Manipur,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3.0,3.0
2060,Meghalaya,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,8.0,8.0
2061,Mizoram,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,12.0,12.0
2062,Nagaland,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,5.0,7.0
2063,Odisha,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,369.0,369.0
2066,Rajasthan,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,755.0,755.0
2067,Tamil Nadu,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,8.0,491.0,499.0
2069,Uttar Pradesh,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2269.0,2269.0
2071,West Bengal,2006,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,999.0,1005.0
2073,Andhra Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,843.0,843.0
2074,Arunachal Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,7.0,7.0
2075,Assam,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,79.0,965.0,1044.0
2076,Bihar,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1665.0,1665.0
2077,Chandigarh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,28.0,28.0
2078,Chhattisgarh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,23.0,63.0,86.0
2080,Daman & Diu,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3.0,3.0
2083,Gujarat,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,10.0,366.0,376.0
2084,Haryana,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,302.0,302.0
2085,Himachal Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,47.0,47.0
2086,Jammu & Kashmir,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,346.0,346.0
2087,Jharkhand,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,703.0,708.0
2088,Karnataka,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,310.0,310.0
2090,Madhya Pradesh,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,759.0,759.0
2091,Maharashtra,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,449.0,449.0
2092,Manipur,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,6.0,6.0
2093,Meghalaya,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,5.0,5.0
2094,Mizoram,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,6.0,6.0
2095,Nagaland,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,17.0,17.0
2096,Odisha,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,253.0,253.0
2100,Tamil Nadu,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,447.0,451.0
2101,Tripura,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,17.0,17.0
2104,West Bengal,2007,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,508.0,508.0
2106,Andhra Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,832.0,832.0
2107,Arunachal Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,8.0,8.0
2108,Assam,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,55.0,504.0,559.0
2109,Bihar,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1482.0,1482.0
2111,Chhattisgarh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,30.0,135.0,165.0
2116,Gujarat,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,10.0,415.0,425.0
2117,Haryana,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,347.0,347.0
2118,Himachal Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,47.0,47.0
2119,Jammu & Kashmir,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,262.0,262.0
2120,Jharkhand,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,36.0,410.0,446.0
2121,Karnataka,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,32.0,331.0,363.0
2124,Maharashtra,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,631.0,636.0
2125,Manipur,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1.0,1.0
2126,Meghalaya,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,7.0,7.0
2127,Mizoram,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,0.0,3.0
2128,Nagaland,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,10.0,13.0
2129,Odisha,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,406.0,406.0
2132,Rajasthan,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,563.0,563.0
2134,Tamil Nadu,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,549.0,551.0
2136,Uttar Pradesh,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2817.0,2817.0
2138,West Bengal,2008,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,583.0,583.0
2140,Andhra Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1036.0,1036.0
2141,Arunachal Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,10.0,10.0
2142,Assam,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,45.0,422.0,467.0
2143,Bihar,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1420.0,1420.0
2144,Chandigarh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,28.0,28.0
2145,Chhattisgarh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,45.0,100.0,145.0
2148,Delhi,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,12.0,177.0,189.0
2150,Gujarat,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,377.0,382.0
2151,Haryana,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,378.0,378.0
2152,Himachal Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,47.0,47.0
2153,Jammu & Kashmir,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,395.0,395.0
2154,Jharkhand,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,685.0,687.0
2155,Karnataka,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,10.0,289.0,299.0
2157,Madhya Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,557.0,557.0
2158,Maharashtra,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,423.0,423.0
2159,Manipur,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1.0,1.0
2160,Meghalaya,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,17.0,17.0
2162,Nagaland,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,15.0,21.0
2163,Odisha,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,322.0,322.0
2167,Tamil Nadu,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,435.0,436.0
2168,Tripura,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,56.0,56.0
2169,Uttar Pradesh,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2970.0,2970.0
2171,West Bengal,2009,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,464.0,468.0
2172,Andhra Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1161.0,1161.0
2173,Arunachal Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,4.0,4.0
2174,Assam,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,63.0,637.0,700.0
2176,Chandigarh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,18.0,18.0
2177,Chhattisgarh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,59.0,201.0,260.0
2179,Delhi,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,25.0,292.0,317.0
2180,Goa,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,11.0,12.0
2181,Gujarat,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,18.0,420.0,438.0
2183,Himachal Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,36.0,36.0
2184,Jammu & Kashmir,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,278.0,278.0
2185,Jharkhand,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,573.0,573.0
2186,Karnataka,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,311.0,315.0
2187,Kerala,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,106.0,106.0
2189,Maharashtra,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,569.0,570.0
2190,Manipur,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2.0,2.0
2191,Meghalaya,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,11.0,11.0
2192,Mizoram,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,4.0,4.0
2193,Nagaland,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,25.0,31.0
2194,Odisha,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,465.0,465.0
2199,Tamil Nadu,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,9.0,537.0,546.0
2201,Uttar Pradesh,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3818.0,3818.0
2203,West Bengal,2010,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,13.0,455.0,468.0
2205,Andhra Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,263.0,263.0
2206,Arunachal Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,9.0,9.0
2207,Assam,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18.0,353.0,371.0
2208,Bihar,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,297.0,297.0
2209,Chandigarh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,12.0,12.0
2210,Chhattisgarh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,20.0,48.0,68.0
2211,Delhi,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,216.0,974.0,1190.0
2213,Gujarat,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,272.0,276.0
2214,Haryana,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,171.0,174.0
2215,Himachal Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,33.0,33.0
2216,Jammu & Kashmir,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,223.0,223.0
2217,Jharkhand,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,114.0,115.0
2218,Karnataka,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,166.0,166.0
2220,Madhya Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,193.0,193.0
2221,Maharashtra,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,403.0,408.0
2223,Meghalaya,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,2.0,3.0
2224,Mizoram,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
2225,Nagaland,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,0.0,1.0
2226,Odisha,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,301.0,301.0
2230,Tamil Nadu,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,13.0,237.0,250.0
2232,Uttar Pradesh,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,11.0,1488.0,1499.0
2233,Uttarakhand,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,77.0,82.0
2234,West Bengal,2001,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,227.0,227.0
2235,Andaman & Nicobar Islands,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2236,Andhra Pradesh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,403.0,403.0
2237,Assam,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,21.0,280.0,301.0
2238,Bihar,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,321.0,323.0
2240,Chhattisgarh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,39.0,137.0,176.0
2242,Daman & Diu,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2243,Delhi,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,76.0,76.0
2245,Gujarat,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,284.0,284.0
2246,Haryana,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,238.0,238.0
2247,Himachal Pradesh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,34.0,35.0
2248,Jammu & Kashmir,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,260.0,260.0
2249,Jharkhand,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,19.0,122.0,141.0
2250,Karnataka,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,122.0,122.0
2252,Madhya Pradesh,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,449.0,449.0
2253,Maharashtra,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,560.0,562.0
2255,Meghalaya,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
2257,Nagaland,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2258,Odisha,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,315.0,315.0
2260,Punjab,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,110.0,110.0
2261,Rajasthan,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,792.0,797.0
2263,Tamil Nadu,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,14.0,415.0,429.0
2266,Uttarakhand,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,83.0,83.0
2267,West Bengal,2002,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,441.0,441.0
2268,Andhra Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,274.0,274.0
2269,Arunachal Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
2270,Assam,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,19.0,404.0,423.0
2271,Bihar,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,332.0,332.0
2272,Chandigarh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,11.0,11.0
2273,Chhattisgarh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,87.0,87.0
2275,Daman & Diu,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2278,Gujarat,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,417.0,419.0
2279,Haryana,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,239.0,239.0
2280,Himachal Pradesh,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,54.0,55.0
2281,Jammu & Kashmir,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,153.0,153.0
2282,Jharkhand,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,164.0,166.0
2283,Karnataka,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,149.0,149.0
2286,Maharashtra,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,401.0,405.0
2288,Meghalaya,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
2289,Mizoram,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,1.0,2.0
2290,Nagaland,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2291,Odisha,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,308.0,308.0
2293,Punjab,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,98.0,98.0
2294,Rajasthan,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,743.0,744.0
2296,Tamil Nadu,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18.0,281.0,299.0
2299,Uttarakhand,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,39.0,41.0
2300,West Bengal,2003,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,359.0,359.0
2302,Andhra Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,471.0,471.0
2303,Arunachal Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2304,Assam,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,24.0,408.0,432.0
2305,Bihar,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,451.0,451.0
2306,Chandigarh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,20.0,20.0
2307,Chhattisgarh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,10.0,239.0,249.0
2311,Gujarat,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,456.0,459.0
2313,Himachal Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,43.0,43.0
2315,Jharkhand,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,165.0,166.0
2316,Karnataka,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,146.0,146.0
2319,Maharashtra,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,442.0,444.0
2320,Manipur,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2321,Meghalaya,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2322,Mizoram,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2323,Nagaland,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,9.0,10.0
2324,Odisha,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,315.0,315.0
2326,Punjab,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,49.0,115.0,164.0
2328,Tamil Nadu,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,270.0,272.0
2330,Uttar Pradesh,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,1458.0,1459.0
2332,West Bengal,2004,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,357.0,359.0
2333,Andhra Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,417.0,417.0
2334,Arunachal Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,12.0,12.0
2335,Assam,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,42.0,422.0,464.0
2336,Bihar,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,441.0,441.0
2337,Chandigarh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,13.0,13.0
2338,Chhattisgarh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,17.0,57.0,74.0
2342,Gujarat,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,364.0,367.0
2343,Haryana,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,143.0,143.0
2344,Himachal Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,54.0,54.0
2345,Jammu & Kashmir,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,219.0,219.0
2346,Jharkhand,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,8.0,86.0,94.0
2347,Karnataka,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,219.0,219.0
2350,Maharashtra,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,414.0,415.0
2351,Manipur,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
2352,Meghalaya,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
2353,Mizoram,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2354,Nagaland,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,38.0,38.0
2355,Odisha,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,221.0,221.0
2357,Punjab,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,87.0,87.0
2358,Rajasthan,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,522.0,523.0
2359,Tamil Nadu,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,368.0,370.0
2361,Uttar Pradesh,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1364.0,1364.0
2363,West Bengal,2005,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,386.0,386.0
2364,Andhra Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,507.0,507.0
2365,Arunachal Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,8.0,8.0
2366,Assam,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,51.0,578.0,629.0
2367,Bihar,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,9.0,570.0,579.0
2368,Chandigarh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,29.0,29.0
2369,Chhattisgarh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,45.0,76.0,121.0
